numeroConta;codigoAgencia;dataTransacao;codigoTransacao;valor
6;200;1655078400;2;201.02
3;200;1587081600;0;562.34
10;200;1632787200;1;17.61
9;100;1653523200;1;493.18
9;300;1606867200;0;381.73
2;300;1601769600;2;514.64
3;200;1647129600;0;440.86
4;300;1646524800;2;57.22
10;200;1584316800;1;352.95
3;200;1595376000;0;947.85
2;300;1577836800;0;784.93
8;200;1622332800;1;841.38
8;100;1595548800;3;528.49
4;200;1650499200;3;846.48
6;200;1597363200;1;746.8
8;300;1646870400;3;907.33
9;100;1595203200;3;97.88
3;200;1660867200;0;303.26
9;200;1661644800;0;899.87
4;100;1612396800;3;56.01
4;100;1649894400;1;350.15
5;300;1635120000;2;73.58
0;300;1655337600;3;553.04
8;100;1639785600;3;144.46
7;100;1645833600;1;388.55
1;300;1635724800;1;269.86
9;200;1637452800;0;247.07
10;100;1597881600;1;439.81
0;200;1639008000;1;390.16
1;200;1632787200;0;770.61
9;100;1627084800;1;125.73
7;300;1600905600;0;269.37
1;200;1582502400;1;583.7
4;200;1650412800;3;975.35
2;100;1650067200;2;219.19
4;100;1617753600;1;160.18
4;200;1592092800;3;761.77
3;200;1588032000;1;354.47
9;200;1611360000;2;357.97
2;100;1608336000;1;576.94
8;200;1600646400;2;908.62
6;300;1601424000;2;353.29
1;200;1600560000;2;993.3
2;300;1606176000;1;979.75
3;100;1609718400;0;7.91
5;200;1616544000;2;128.1
2;100;1614470400;0;469.75
8;100;1634774400;2;250.69
10;100;1589155200;0;117.59
6;300;1620432000;0;778.94
4;200;1581033600;3;82.62
3;300;1629417600;0;257.16
10;300;1586131200;2;304.11
2;300;1601078400;1;127.39
2;300;1579392000;2;568.51
3;300;1663718400;0;545.87
5;200;1654041600;1;883.18
10;200;1655510400;0;455.26
0;300;1599609600;3;782.47
4;100;1653091200;0;751.83
4;200;1650067200;2;274.9
10;100;1597622400;0;29.69
10;100;1644451200;1;35.6
4;300;1583020800;2;943.66
6;100;1650240000;0;179.24
0;100;1622419200;1;597.71
4;200;1610928000;2;948.34
2;300;1651622400;0;994.94
8;100;1603929600;3;248.07
4;300;1649462400;0;841.89
9;300;1640044800;1;932.2
8;100;1619913600;2;220.13
0;100;1585699200;2;445.8
2;200;1660694400;0;383.53
5;300;1659657600;0;868.45
5;200;1645056000;3;785.16
10;300;1620432000;3;455.21
4;200;1606694400;0;608.37
1;100;1626480000;2;876.2
7;100;1602201600;0;26.02
4;200;1607731200;1;632.87
9;100;1585958400;3;418.2
5;200;1596067200;2;575.98
9;100;1623888000;3;882.68
1;100;1654300800;2;86.5
2;300;1662768000;2;457.43
2;300;1603929600;1;734.1
2;200;1629158400;0;572.09
10;300;1637539200;3;112.91
6;100;1597622400;3;635.18
6;300;1646265600;3;243.97
0;300;1593734400;3;50.78
3;100;1583452800;0;99.67
7;300;1625443200;1;975.98
4;300;1658620800;2;493.74
0;200;1624924800;1;224.11
4;300;1650412800;3;981.92
4;200;1646438400;2;58.63
8;300;1615593600;3;190.01
3;200;1600560000;1;991.54
8;300;1591833600;0;119.43
2;300;1631145600;0;712.05
1;100;1600819200;0;749.47
2;200;1616716800;3;721.37
2;300;1625443200;0;760.3
5;200;1620604800;0;362.18
0;200;1653523200;1;273.34
0;300;1637884800;1;179.18
5;200;1610668800;3;553.01
4;200;1588636800;2;366.44
8;200;1602201600;2;730.62
6;100;1614297600;2;136.6
5;100;1639267200;0;626.9
3;100;1617840000;1;618.52
8;200;1595376000;0;962.05
1;300;1617926400;1;349.36
1;200;1599782400;0;920.57
2;100;1637107200;0;42.7
1;100;1594598400;1;346.4
3;300;1625356800;3;664.89
2;300;1662940800;2;455.78
6;100;1579478400;3;692.72
1;100;1586390400;3;502.39
0;200;1603065600;0;599.59
3;200;1600819200;2;356.29
7;300;1600387200;3;945.76
5;300;1643241600;2;461.78
9;300;1611532800;1;469.08
8;200;1595289600;3;301.47
0;300;1610668800;0;733.95
8;200;1585180800;3;557.97
8;100;1590796800;3;862.84
2;300;1598313600;2;895.18
6;100;1620345600;1;69.97
4;200;1599091200;0;835.05
3;200;1607990400;3;377.61
10;300;1643500800;0;590.98
8;100;1640217600;2;739.11
10;300;1596585600;0;307.68
3;200;1615939200;3;922.24
4;100;1604448000;0;635.71
7;100;1640390400;3;13.12
3;300;1633305600;0;772.02
5;200;1637884800;2;217.82
4;300;1608508800;0;657.82
5;200;1663718400;2;908.98
0;200;1642377600;3;942.81
8;300;1597449600;1;625.74
8;100;1581811200;1;707.96
0;100;1611619200;3;492.25
0;100;1605052800;3;491.75
10;300;1643068800;3;708.09
0;100;1652400000;2;91.91
8;100;1633305600;0;342.58
3;100;1635724800;3;386.45
7;200;1607558400;2;311.99
9;300;1599955200;1;632.87
6;200;1644451200;1;632.55
4;200;1590019200;2;199.96
8;200;1625529600;0;80.03
6;300;1590537600;3;308.58
0;100;1610323200;0;173.62
9;200;1582416000;1;437.85
5;300;1603756800;1;7.92
3;200;1596672000;3;839.79
10;100;1594684800;2;984.81
9;200;1614988800;0;322.74
9;300;1592870400;0;167.85
10;100;1583452800;1;731.53
7;200;1650844800;3;202.86
4;100;1597449600;3;678.47
10;300;1603584000;1;488.29
1;300;1593216000;0;278.55
6;200;1616630400;2;452.94
10;200;1599782400;0;752.62
9;100;1617926400;2;104.51
6;100;1651363200;0;20.76
0;300;1629763200;0;530.9
5;300;1637798400;3;50.61
0;300;1600732800;1;234.09
3;200;1620432000;0;661.74
5;200;1618272000;2;454.76
0;300;1647475200;3;599.26
8;200;1621814400;1;228.0
9;300;1637452800;0;678.55
8;200;1584403200;1;460.09
8;300;1650067200;2;244.44
0;200;1646697600;2;464.74
3;100;1601510400;0;840.04
3;300;1582416000;0;897.81
2;300;1587254400;0;212.95
7;100;1593043200;1;383.0
7;200;1661299200;1;960.59
1;200;1638662400;0;636.46
6;200;1633564800;0;963.84
7;100;1660521600;0;709.74
3;300;1621036800;3;472.04
5;200;1661040000;2;635.81
10;300;1652313600;2;157.08
9;300;1648684800;2;351.38
8;100;1594684800;1;576.14
3;300;1594252800;0;720.85
5;200;1629590400;0;624.68
7;100;1614470400;3;420.04
10;200;1647302400;1;6.74
3;100;1621123200;0;66.71
9;200;1614297600;1;688.46
4;300;1642896000;3;379.85
9;300;1640217600;3;334.36
1;200;1579392000;3;505.61
10;100;1582675200;2;760.01
10;100;1604793600;3;51.65
5;300;1661472000;1;682.09
7;100;1620691200;1;949.28
2;300;1630540800;2;628.76
7;200;1611705600;2;814.49
2;300;1636416000;1;543.38
4;300;1625356800;2;641.13
0;100;1612915200;0;173.38
5;200;1598659200;0;715.19
9;200;1647129600;0;646.29
7;300;1596844800;1;507.37
8;300;1656892800;2;465.83
8;100;1585094400;2;839.82
9;300;1657065600;3;515.33
4;200;1620432000;2;151.38
0;100;1649376000;3;442.6
4;300;1616716800;2;955.74
4;300;1630627200;2;114.36
1;200;1609200000;3;517.5
9;200;1579046400;3;626.65
9;100;1605484800;1;308.22
6;200;1580342400;3;44.99
2;200;1627084800;2;621.29
7;200;1654300800;0;263.98
6;300;1645401600;0;150.94
1;300;1597017600;0;124.1
6;100;1606089600;1;550.37
5;300;1578182400;2;603.29
4;300;1617062400;0;229.97
3;100;1579132800;1;657.14
8;200;1607558400;0;261.2
8;300;1650412800;1;733.11
8;200;1606867200;0;773.33
4;100;1616284800;0;68.13
7;100;1584230400;1;144.5
2;100;1582070400;0;222.84
10;200;1602806400;0;229.01
0;200;1629763200;0;568.07
4;300;1645401600;2;280.39
2;200;1599868800;0;359.49
10;100;1602979200;2;604.98
8;300;1613952000;0;204.48
4;100;1614816000;0;193.64
2;200;1595203200;3;274.65
5;300;1597881600;0;913.65
2;100;1616198400;3;402.9
8;100;1594080000;2;844.53
9;300;1609804800;2;562.24
0;100;1650758400;2;84.87
7;100;1661385600;0;447.27
0;300;1626393600;3;716.73
5;100;1595635200;3;225.83
5;100;1616976000;3;761.29
6;300;1597622400;1;106.45
8;100;1653609600;1;422.35
7;200;1599004800;1;980.13
2;300;1596499200;3;623.36
1;100;1657238400;0;124.35
2;300;1657843200;0;763.37
0;300;1648425600;3;555.71
0;200;1629072000;3;209.21
2;300;1645920000;1;925.88
6;200;1587772800;0;999.47
6;100;1589932800;3;695.69
8;300;1651363200;1;884.72
7;100;1636329600;1;675.54
5;100;1581724800;2;468.22
9;200;1589587200;3;80.51
7;300;1650844800;3;820.34
1;200;1607385600;2;840.44
4;200;1662508800;1;134.66
3;200;1593993600;0;849.38
0;100;1646352000;0;172.87
4;100;1584748800;3;738.12
0;200;1611360000;2;882.72
4;300;1657324800;2;98.58
10;300;1645401600;3;67.45
3;300;1652313600;2;842.9
5;200;1608422400;1;290.92
0;100;1660348800;3;693.54
0;200;1602633600;3;653.04
0;100;1656892800;2;195.12
1;300;1603152000;0;553.88
4;100;1616198400;1;13.8
8;300;1628467200;0;112.81
6;300;1583798400;0;279.04
1;200;1656979200;0;339.2
1;300;1623974400;1;194.65
6;300;1603584000;2;896.09
8;200;1639267200;3;793.67
2;300;1584921600;0;362.44
8;200;1598659200;1;8.86
8;200;1645920000;0;621.36
4;300;1604188800;3;210.35
10;100;1617667200;2;15.38
2;300;1631232000;0;115.61
7;200;1624579200;0;625.64
7;200;1613692800;2;907.0
4;100;1632873600;2;58.5
8;300;1656115200;3;748.16
10;300;1646870400;0;436.69
3;300;1641513600;0;461.03
1;100;1646265600;0;665.27
7;100;1613433600;0;433.65
1;200;1638748800;1;799.14
3;200;1651190400;2;497.06
3;200;1613779200;0;552.63
2;100;1587686400;3;456.94
4;300;1663372800;1;768.76
3;300;1606694400;2;978.98
1;200;1587772800;3;445.44
3;100;1643241600;2;781.27
9;100;1578787200;2;210.11
10;300;1654387200;1;786.17
7;200;1641340800;3;906.42
0;300;1582070400;1;23.82
5;100;1659571200;1;300.55
9;200;1653609600;3;541.31
1;100;1662163200;0;49.17
0;200;1645142400;3;588.61
1;300;1612569600;1;276.62
10;200;1629936000;3;326.48
1;200;1598054400;1;419.08
3;200;1618185600;0;939.67
1;300;1632182400;1;213.75
8;300;1608940800;0;157.93
2;100;1610064000;0;824.57
9;200;1632873600;1;193.81
4;300;1661299200;1;341.47
1;200;1649808000;1;554.88
10;300;1599436800;2;745.09
9;100;1634342400;2;289.42
6;300;1604620800;2;213.72
5;300;1604361600;2;902.51
9;100;1629244800;3;706.9
5;100;1600300800;1;266.1
5;200;1621900800;2;831.79
3;300;1608336000;0;607.33
6;100;1653177600;1;869.33
4;200;1600473600;2;617.42
1;200;1613606400;3;541.45
7;200;1587859200;0;502.49
3;300;1602979200;1;709.11
2;300;1601769600;1;226.84
7;100;1611619200;3;236.61
4;300;1602288000;1;360.32
4;100;1587081600;2;594.34
3;200;1609372800;1;761.28
6;200;1610064000;0;264.08
3;200;1636416000;2;670.3
1;100;1636848000;2;281.51
3;100;1646352000;0;216.71
0;100;1657324800;0;803.75
5;300;1616803200;2;384.8
8;300;1596758400;0;916.73
1;200;1663113600;0;815.47
5;100;1641254400;0;412.98
3;200;1634860800;1;693.78
6;200;1640563200;1;998.69
2;300;1606608000;2;401.59
7;200;1592438400;2;474.05
1;300;1592265600;2;984.36
2;100;1660521600;3;346.64
7;200;1637280000;0;21.45
0;100;1633910400;0;787.86
0;200;1583884800;3;346.6
2;200;1629331200;0;714.72
6;100;1650585600;0;929.21
8;100;1606521600;2;960.13
10;300;1594944000;3;431.8
8;100;1607385600;2;807.83
2;300;1618358400;3;857.36
6;300;1653609600;1;372.91
10;100;1608768000;1;564.96
4;200;1639008000;0;189.26
0;200;1601510400;3;95.92
4;300;1603065600;3;657.11
8;300;1609027200;0;437.04
5;200;1652918400;1;178.34
8;300;1590624000;0;355.16
5;300;1603843200;0;857.88
5;300;1585872000;3;599.82
0;100;1628899200;0;528.55
1;100;1588377600;1;456.54
3;200;1634774400;3;5.04
4;200;1586131200;3;313.24
10;300;1616284800;0;182.41
5;300;1593907200;2;485.81
8;200;1599868800;1;816.16
1;300;1639612800;3;836.36
9;200;1637712000;2;273.47
0;300;1649030400;2;27.08
4;300;1639353600;3;823.25
1;200;1663286400;2;121.49
4;300;1578528000;2;215.16
0;300;1610582400;2;197.01
4;100;1579651200;2;296.41
8;200;1632096000;1;17.47
6;200;1641168000;1;569.43
2;100;1632700800;0;125.15
5;300;1615420800;1;751.51
10;100;1588118400;3;110.14
3;300;1657238400;1;952.91
10;100;1636156800;0;372.7
1;300;1640995200;2;438.34
0;300;1634083200;0;340.07
2;200;1588723200;2;791.16
7;300;1611878400;2;353.21
7;200;1624492800;3;298.39
3;200;1625529600;0;539.4
7;300;1626566400;0;6.44
5;200;1618704000;2;97.2
10;200;1587772800;2;658.4
9;100;1609372800;1;589.99
0;200;1588291200;3;791.2
10;100;1634169600;3;14.78
6;200;1630540800;0;101.52
4;200;1629849600;3;536.16
3;200;1624665600;1;255.23
5;100;1626998400;1;662.8
2;300;1628726400;3;738.56
6;200;1609718400;3;693.07
1;100;1640563200;3;766.62
0;200;1584230400;3;912.21
2;300;1650844800;2;598.28
7;300;1598400000;2;6.03
4;100;1619740800;0;744.07
5;100;1645833600;0;307.39
6;200;1612310400;2;792.2
7;300;1581638400;3;439.74
3;100;1618185600;0;384.67
6;300;1589587200;2;720.47
2;200;1598486400;1;896.15
6;300;1590278400;2;656.78
1;200;1636588800;2;141.79
0;100;1649462400;2;62.46
4;100;1610150400;2;264.01
5;300;1611100800;3;995.94
6;100;1617062400;2;462.94
9;100;1621123200;3;466.68
8;300;1587513600;2;412.46
10;200;1656374400;3;878.33
4;300;1596844800;2;49.15
6;300;1627171200;3;606.8
7;100;1617408000;1;935.77
7;200;1596758400;0;320.59
5;300;1629676800;0;788.22
5;200;1633996800;0;461.88
3;200;1619222400;1;771.77
1;200;1629936000;0;885.65
1;200;1663459200;0;189.34
8;300;1658102400;1;264.97
5;200;1599091200;0;403.55
2;200;1605312000;2;46.17
1;100;1595548800;2;960.77
8;100;1597190400;2;305.35
5;100;1657843200;0;281.81
5;200;1613260800;2;263.01
3;200;1644796800;3;104.03
6;300;1592438400;3;780.17
9;300;1637366400;1;674.2
5;300;1630108800;2;399.74
10;300;1663891200;3;157.5
2;200;1644019200;2;732.9
6;200;1661731200;0;191.03
10;300;1649289600;2;566.39
10;300;1584144000;1;971.45
5;100;1649721600;0;195.1
7;300;1636156800;2;792.61
10;300;1614556800;2;418.58
6;200;1650412800;1;642.03
6;200;1647475200;0;961.34
2;100;1656806400;0;901.16
6;100;1586822400;0;825.06
1;100;1652400000;1;466.11
10;300;1618185600;0;358.57
10;200;1613260800;0;457.17
6;200;1614297600;2;802.62
5;300;1610064000;1;701.31
7;100;1609718400;3;107.55
5;300;1614297600;0;364.26
0;300;1638316800;0;291.19
10;100;1585526400;1;878.91
2;100;1629244800;1;474.07
8;300;1598486400;1;144.96
5;100;1597795200;3;843.96
10;100;1596067200;2;990.29
7;100;1629331200;1;18.73
0;100;1605312000;3;708.99
2;200;1634515200;0;97.7
3;100;1592265600;2;343.89
0;100;1603584000;1;597.74
1;300;1646524800;2;626.24
4;200;1649203200;0;673.18
1;100;1635897600;3;253.46
1;100;1597104000;1;743.83
9;200;1594598400;0;373.86
2;300;1646092800;3;584.77
0;300;1653436800;0;335.93
5;300;1579132800;2;92.3
10;100;1636848000;2;134.35
1;200;1626048000;2;486.02
8;200;1655683200;2;200.98
1;300;1606089600;1;971.0
2;300;1653523200;0;536.62
1;100;1659744000;1;943.98
0;200;1614556800;1;380.93
4;300;1583539200;3;38.41
3;100;1658620800;3;491.72
8;300;1595980800;1;396.67
8;200;1631059200;0;33.13
2;200;1632787200;1;367.56
1;200;1632096000;3;690.2
0;100;1641427200;2;517.4
6;300;1619654400;3;785.36
8;200;1613260800;2;997.25
2;100;1586736000;1;985.33
4;200;1641081600;3;811.28
4;300;1621900800;2;271.8
4;100;1660003200;2;665.71
6;200;1628035200;3;562.96
5;200;1605916800;3;637.44
1;100;1599868800;2;604.62
0;200;1601596800;3;412.88
6;300;1636848000;0;102.78
4;300;1638489600;0;753.11
0;300;1657843200;0;94.44
1;100;1585180800;3;921.62
9;100;1620604800;3;334.06
7;300;1622332800;2;865.52
6;100;1635638400;2;527.18
3;300;1580688000;0;317.51
7;100;1610928000;1;138.67
1;300;1624233600;0;598.56
10;300;1615420800;0;715.52
9;200;1612656000;2;400.03
8;300;1636156800;0;8.77
3;300;1586217600;0;390.97
3;300;1585008000;0;9.94
5;200;1639353600;0;905.02
6;300;1652140800;0;447.52
0;200;1628985600;1;971.97
10;300;1633996800;0;789.83
1;300;1623974400;1;636.84
2;200;1613174400;2;739.45
10;300;1662940800;3;998.82
3;100;1650672000;3;938.27
0;200;1621123200;1;230.03
10;100;1603152000;1;981.08
5;300;1650844800;3;176.91
7;200;1664150400;0;395.33
9;300;1605139200;1;75.85
8;300;1656374400;2;114.91
7;100;1655510400;0;32.62
2;200;1636588800;3;465.74
0;100;1583884800;3;482.03
2;100;1621468800;2;994.67
8;200;1635638400;0;474.81
10;200;1613260800;1;606.2
9;100;1612915200;0;943.9
9;200;1600646400;3;634.6
7;300;1613779200;3;73.4
7;300;1587513600;0;448.94
2;100;1598486400;3;799.56
1;200;1630713600;2;819.49
9;100;1597363200;3;438.41
4;300;1596672000;0;984.82
2;300;1648080000;1;549.46
5;300;1660089600;1;525.16
0;200;1606780800;1;305.51
1;300;1659830400;1;612.9
1;100;1640044800;1;807.73
5;100;1585612800;1;230.61
10;100;1586390400;2;339.72
8;300;1637884800;1;311.2
4;100;1598918400;1;110.34
9;100;1593388800;0;55.74
3;100;1594166400;3;753.81
10;200;1631836800;1;455.95
9;300;1584316800;2;735.18
5;300;1639612800;3;792.91
7;100;1587686400;3;879.36
6;100;1655942400;2;74.49
0;200;1663804800;2;778.09
2;200;1628726400;2;60.38
7;200;1607040000;2;601.01
6;100;1627776000;2;304.88
10;200;1629763200;0;447.63
7;300;1643241600;2;468.99
3;100;1580860800;0;452.75
4;100;1642464000;0;649.18
1;100;1611187200;2;766.63
3;100;1604275200;1;922.77
0;100;1627862400;1;207.41
0;300;1616025600;3;50.88
1;100;1595116800;1;786.74
9;300;1591228800;1;159.45
3;300;1641168000;2;231.29
4;200;1619568000;2;587.83
6;100;1589760000;1;175.0
7;100;1583020800;0;517.26
8;300;1590278400;0;287.66
3;200;1605225600;1;343.31
6;100;1646092800;1;83.74
10;200;1610323200;3;988.72
3;100;1626652800;1;804.45
2;100;1608595200;1;485.74
8;100;1631145600;1;631.47
0;300;1617321600;3;283.67
5;100;1583798400;2;964.81
7;300;1646006400;3;73.37
3;200;1579737600;0;992.49
7;100;1655424000;1;806.96
8;300;1649721600;0;676.21
10;100;1595376000;0;210.48
0;100;1648598400;1;608.52
10;300;1618790400;1;227.05
5;100;1580169600;3;41.8
0;300;1619308800;3;577.12
9;200;1633910400;0;27.86
1;300;1623369600;0;133.45
2;100;1622073600;2;334.11
4;200;1630886400;2;704.28
9;300;1653264000;1;623.15
2;200;1637020800;1;355.64
8;200;1592265600;2;92.44
1;100;1578787200;0;576.62
10;300;1604016000;0;290.58
9;200;1657324800;2;285.59
2;300;1611014400;2;573.52
3;200;1637020800;1;741.96
0;100;1618444800;2;387.63
1;300;1637020800;1;376.49
6;300;1619568000;2;569.2
7;200;1636675200;2;737.31
2;100;1648857600;0;525.63
6;100;1657324800;1;752.93
0;300;1617840000;3;983.2
7;100;1642723200;2;958.63
5;300;1633564800;2;627.04
9;200;1650067200;3;248.22
4;200;1627948800;2;521.37
8;100;1598918400;1;794.66
2;300;1578700800;3;524.97
9;300;1587081600;0;994.81
7;100;1623024000;3;180.96
7;100;1578960000;0;591.54
6;200;1614988800;2;77.49
0;300;1633564800;3;77.84
1;100;1602288000;1;106.29
7;100;1591574400;2;694.16
6;100;1644969600;2;401.76
10;300;1648080000;1;26.22
9;200;1623974400;3;770.53
10;200;1608422400;1;556.68
8;300;1590969600;3;129.51
5;100;1592179200;2;66.83
3;200;1584576000;3;141.82
5;200;1636502400;1;279.19
9;100;1651795200;2;225.45
8;100;1624320000;3;850.6
8;300;1596067200;1;640.24
7;200;1590624000;3;126.49
3;300;1660694400;0;281.95
5;300;1654732800;0;365.69
7;100;1613692800;2;218.69
0;300;1642809600;2;452.07
9;100;1641513600;2;210.54
3;200;1584748800;2;824.25
7;300;1607990400;1;148.89
7;100;1649808000;1;928.68
8;200;1643155200;1;963.82
9;100;1637539200;3;314.77
4;300;1654387200;2;712.82
1;300;1582502400;0;962.85
6;100;1658880000;3;383.01
9;100;1638057600;2;160.49
5;100;1663459200;1;171.39
5;200;1607731200;0;567.93
1;100;1635897600;2;84.95
5;300;1586044800;2;336.67
7;300;1638835200;0;605.19
8;300;1583712000;3;304.12
7;100;1646524800;2;69.82
9;100;1590796800;3;13.88
3;300;1620432000;1;420.69
5;300;1628640000;0;936.26
1;100;1607385600;2;110.28
5;100;1583971200;3;530.91
0;300;1612742400;2;389.76
7;100;1586736000;0;941.22
2;100;1582156800;3;117.64
10;100;1622160000;2;925.56
2;100;1663459200;2;715.18
10;100;1607385600;1;573.58
4;100;1610323200;0;566.64
0;300;1607644800;0;891.58
3;200;1641945600;3;329.18
9;100;1632268800;3;339.5
10;200;1590451200;3;333.82
3;100;1638921600;1;791.05
1;200;1643500800;1;4.48
0;300;1655078400;1;725.07
5;300;1598054400;2;233.82
6;200;1650326400;1;732.77
4;300;1652486400;3;637.48
10;200;1646438400;1;304.46
5;100;1651968000;3;721.94
5;200;1656028800;1;989.62
2;100;1649376000;2;579.63
6;200;1655337600;0;47.99
0;200;1579824000;2;600.44
7;100;1634083200;1;265.12
9;300;1610323200;2;676.74
2;100;1614124800;3;249.74
3;100;1609200000;0;15.48
9;200;1590537600;2;516.86
0;200;1585785600;1;531.37
2;100;1640649600;1;19.31
2;300;1589414400;2;224.87
4;300;1579132800;2;980.78
0;300;1650412800;2;889.23
6;200;1587772800;0;963.08
0;300;1618790400;3;15.91
5;200;1621296000;0;818.59
7;300;1649376000;0;47.11
8;100;1641427200;3;769.8
8;200;1641859200;2;311.84
4;100;1626998400;3;629.0
3;200;1638057600;0;156.81
10;300;1652745600;3;629.94
8;100;1604880000;3;706.4
8;100;1580256000;0;932.34
4;100;1657756800;0;227.15
9;200;1639958400;3;309.94
7;300;1662336000;1;359.61
0;100;1650067200;3;263.76
4;200;1592784000;2;328.38
9;200;1645401600;1;697.63
4;200;1586995200;1;586.58
9;200;1627862400;0;9.11
7;300;1586649600;2;935.31
5;100;1605139200;3;732.04
10;300;1643241600;2;996.83
3;300;1606694400;0;128.41
6;200;1607040000;2;670.43
5;200;1654732800;0;553.28
7;300;1637625600;1;925.14
9;300;1656460800;3;756.97
1;200;1587340800;0;636.83
4;200;1623628800;1;326.21
5;300;1634342400;2;567.1
0;100;1638057600;1;533.36
4;200;1655078400;3;562.96
0;100;1580860800;1;849.8
2;200;1593302400;2;74.63
2;200;1600214400;1;573.04
4;300;1634860800;1;81.56
6;200;1656201600;1;638.63
7;100;1646006400;3;630.44
1;300;1644105600;3;287.27
5;200;1646438400;3;677.92
2;300;1657584000;1;670.42
8;300;1651104000;1;420.84
9;100;1627516800;2;190.25
7;300;1646611200;2;641.3
10;200;1601769600;3;883.64
2;200;1651276800;2;770.27
5;300;1618963200;2;677.76
0;300;1651363200;0;533.22
3;300;1579824000;2;965.62
1;300;1635120000;2;842.06
6;200;1636761600;1;716.5
8;300;1607040000;1;86.6
3;200;1623024000;3;55.42
7;300;1636761600;1;163.13
5;100;1584921600;3;898.28
9;100;1617235200;2;661.45
10;100;1653955200;1;610.84
5;300;1592265600;3;709.69
10;300;1629590400;3;989.79
6;300;1587945600;3;420.85
8;200;1646179200;1;569.46
9;200;1619222400;1;197.45
0;200;1645574400;2;709.93
0;200;1663372800;2;745.58
3;200;1622073600;3;665.31
3;200;1615593600;2;730.58
1;200;1620086400;3;845.7
10;100;1644969600;2;779.4
2;200;1601251200;2;567.27
9;200;1661558400;3;28.63
9;100;1624752000;0;97.48
3;300;1605312000;2;727.09
9;200;1616716800;1;969.43
0;100;1660003200;1;812.4
1;300;1614902400;1;496.17
7;100;1657929600;3;512.71
2;300;1591833600;1;181.53
10;200;1596758400;3;233.31
0;300;1604188800;2;272.75
8;100;1597968000;1;157.54
5;200;1616198400;3;105.54
3;300;1613520000;2;163.97
2;100;1656979200;0;993.43
8;300;1625097600;2;911.55
8;300;1617408000;2;668.2
2;100;1608336000;0;930.39
7;100;1601510400;3;956.15
2;100;1638921600;3;169.86
2;300;1631923200;2;821.78
